N,time_bellman,time_dijkstra
54912,0.013512,0.000070
54913,0.013494,0.000139
54914,0.013702,0.000072
54915,0.014121,0.000080
54916,0.014560,0.000139
54917,0.013673,0.000127
54918,0.013492,0.000077
54919,0.013567,0.000107
54920,0.014098,0.000212
54921,0.014728,0.000101
54922,0.013775,0.000083
54923,0.014909,0.000096
54924,0.014154,0.000013
54925,0.013693,0.000140
54926,0.013744,0.000032
54927,0.014299,0.000045
54928,0.013867,0.000063
54929,0.013520,0.000032
54930,0.013803,0.000109
54931,0.014239,0.000092
54932,0.013574,0.000160
54933,0.014671,0.000119
54934,0.014468,0.000084
54935,0.014871,0.000090
54936,0.013542,0.000121
54937,0.014172,0.000123
54938,0.014395,0.000040
54939,0.013499,0.000050
54940,0.013642,0.000075
54941,0.014487,0.000089
54942,0.014279,0.000137
54943,0.013656,0.000121
54944,0.013706,0.000141
54945,0.014419,0.000144
54946,0.013583,0.000112
54947,0.013526,0.000062
54948,0.013678,0.000068
54949,0.013691,0.000099
54950,0.013399,0.000018
54951,0.013658,0.000129
54952,0.014585,0.000147
54953,0.013579,0.000133
54954,0.013506,0.000070
54955,0.013687,0.000063
54956,0.013695,0.000057
54957,0.014229,0.000154
54958,0.013622,0.000110
54959,0.014133,0.000026
54960,0.014786,0.000039
54961,0.013706,0.000123
54962,0.013483,0.000139
54963,0.013683,0.000077
54964,0.013503,0.000074
54965,0.013519,0.000128
54966,0.013503,0.000123
54967,0.014305,0.000037
54968,0.013888,0.000198
54969,0.014446,0.000161
54970,0.014315,0.000159
54971,0.013606,0.000113
54972,0.013747,0.000020
54973,0.013553,0.000064
54974,0.019901,0.000118
54975,0.014525,0.000114
54976,0.014425,0.000126
54977,0.014213,0.000139
54978,0.013532,0.000104
54979,0.013811,0.000028
54980,0.013501,0.000074
54981,0.014311,0.000120
54982,0.013547,0.000110
54983,0.013524,0.000031
54984,0.013658,0.000134
54985,0.014065,0.000137
54986,0.013794,0.000108
54987,0.013519,0.000088
54988,0.014538,0.000036
54989,0.018864,0.000179
54990,0.013864,0.000118
54991,0.014511,0.000026
54992,0.013756,0.000130
54993,0.014041,0.000143
54994,0.014458,0.000167
54995,0.014278,0.000116
54996,0.013781,0.000056
54997,0.013521,0.000124
54998,0.013666,0.000142
54999,0.013424,0.000097
55000,0.013508,0.000066
55001,0.016595,0.000129
55002,0.016243,0.000163
55003,0.014494,0.000096
55004,0.013928,0.000136
55005,0.015862,0.000141
55006,0.016113,0.000140
55007,0.013515,0.000018
55008,0.013544,0.000026
55009,0.014150,0.000141
55010,0.014295,0.000086
55011,0.014486,0.000117
55012,0.013670,0.000023
55013,0.013642,0.000100
55014,0.013553,0.000101
55015,0.013429,0.000076
55016,0.013917,0.000142
55017,0.013812,0.000145
55018,0.013544,0.000052
55019,0.013834,0.000076
55020,0.013598,0.000088
55021,0.013500,0.000139
55022,0.013397,0.000113
55023,0.013866,0.000143
55024,0.014148,0.000054
55025,0.013508,0.000137
55026,0.013739,0.000144
55027,0.014125,0.000148
55028,0.014864,0.000143
55029,0.014225,0.000042
55030,0.013863,0.000101
55031,0.014188,0.000059
55032,0.013526,0.000052
55033,0.013676,0.000051
55034,0.013426,0.000042
55035,0.013513,0.000042
55036,0.013505,0.000051
55037,0.013585,0.000121
55038,0.015051,0.000100
55039,0.014143,0.000060
55040,0.013996,0.000082
55041,0.013739,0.000124
55042,0.013707,0.000098
55043,0.013634,0.000137
55044,0.013540,0.000044
55045,0.013673,0.000028
55046,0.014647,0.000097
55047,0.014139,0.000102
55048,0.013786,0.000072
55049,0.013781,0.000142
55050,0.018495,0.000185
55051,0.014848,0.000119
55052,0.013748,0.000062
55053,0.014424,0.000099
55054,0.013748,0.000086
55055,0.013450,0.000079
55056,0.013838,0.000139
55057,0.013520,0.000112
55058,0.013769,0.000089
55059,0.013500,0.000066
55060,0.014218,0.000022
55061,0.015216,0.000283
55062,0.013672,0.000049
55063,0.013921,0.000105
55064,0.014053,0.000133
55065,0.014012,0.000039
55066,0.013636,0.000125
55067,0.014120,0.000084
55068,0.013688,0.000095
55069,0.013538,0.000132
55070,0.013519,0.000132
55071,0.013526,0.000123
55072,0.013660,0.000058
55073,0.014129,0.000097
55074,0.014560,0.000094
55075,0.014321,0.000114
55076,0.013884,0.000111
55077,0.014261,0.000076
55078,0.013529,0.000143
55079,0.013802,0.000044
55080,0.013716,0.000077
55081,0.015062,0.000195
55082,0.014104,0.000125
55083,0.013643,0.000103
55084,0.013816,0.000122
55085,0.013720,0.000087
55086,0.014048,0.000045
55087,0.013760,0.000131
55088,0.013650,0.000130
55089,0.013800,0.000078
55090,0.013643,0.000035
55091,0.013869,0.000034
55092,0.013715,0.000081
55093,0.013592,0.000133
55094,0.018008,0.000138
55095,0.014844,0.000035
55096,0.014924,0.000056
55097,0.013886,0.000097
55098,0.013949,0.000148
55099,0.014003,0.000146
55100,0.013589,0.000071
55101,0.013792,0.000089
55102,0.013666,0.000125
55103,0.014553,0.000105
55104,0.013427,0.000098
55105,0.013547,0.000098
55106,0.013542,0.000103
55107,0.013535,0.000101
55108,0.016164,0.000137
55109,0.014853,0.000125
55110,0.014861,0.000091
55111,0.014037,0.000112
55112,0.014056,0.000114
55113,0.013466,0.000127
55114,0.013518,0.000211
55115,0.013601,0.000131
55116,0.014283,0.000088
55117,0.015022,0.000065
55118,0.013845,0.000076
55119,0.013915,0.000093
55120,0.013453,0.000100
55121,0.014085,0.000143
55122,0.013768,0.000109
55123,0.013533,0.000077
55124,0.014501,0.000155
55125,0.013945,0.000040
55126,0.013459,0.000134
55127,0.013836,0.000134
55128,0.013515,0.000020
55129,0.013773,0.000088
55130,0.013515,0.000020
55131,0.014615,0.000041
55132,0.014280,0.000178
55133,0.013998,0.000118
55134,0.014344,0.000033
55135,0.013635,0.000111
55136,0.013649,0.000105
55137,0.013582,0.000105
55138,0.013705,0.000106
55139,0.014287,0.000051
55140,0.013513,0.000123
55141,0.013570,0.000110
55142,0.013755,0.000116
55143,0.014434,0.000159
55144,0.013964,0.000051
55145,0.013791,0.000149
55146,0.014384,0.000068
55147,0.013849,0.000073
55148,0.013505,0.000107
55149,0.013562,0.000130
55150,0.015705,0.000134
55151,0.015525,0.000158
55152,0.014743,0.000152
55153,0.014162,0.000032
55154,0.013518,0.000113
55155,0.013566,0.000023
55156,0.013648,0.000053
55157,0.021540,0.000175
55158,0.014252,0.000081
55159,0.013657,0.000036
55160,0.013871,0.000071
55161,0.013592,0.000143
55162,0.014923,0.000090
55163,0.013497,0.000120
55164,0.013833,0.000076
55165,0.013508,0.000120
55166,0.014156,0.000140
55167,0.013711,0.000136
55168,0.014112,0.000067
55169,0.013820,0.000054
55170,0.013652,0.000024
55171,0.013538,0.000145
55172,0.013575,0.000071
55173,0.014641,0.000068
55174,0.014446,0.000054
55175,0.013456,0.000041
55176,0.013565,0.000083
55177,0.013502,0.000049
55178,0.014265,0.000058
55179,0.014424,0.000091
55180,0.013862,0.000110
55181,0.013458,0.000100
55182,0.014439,0.000133
55183,0.013590,0.000035
55184,0.013526,0.000036
55185,0.013586,0.000138
55186,0.014193,0.000051
55187,0.014373,0.000060
55188,0.013731,0.000096
55189,0.014321,0.000114
55190,0.013623,0.000059
55191,0.013646,0.000129
55192,0.013663,0.000036
55193,0.013403,0.000055
55194,0.013861,0.000043
55195,0.013543,0.000117
55196,0.014505,0.000059
55197,0.013816,0.000023
55198,0.017926,0.000200
55199,0.014973,0.000027
55200,0.014040,0.000038
55201,0.014568,0.000083
55202,0.013679,0.000141
55203,0.014955,0.000165
55204,0.013853,0.000151
55205,0.013952,0.000150
55206,0.013710,0.000041
55207,0.013668,0.000044
55208,0.014002,0.000165
55209,0.013417,0.000079
55210,0.013949,0.000154
55211,0.013726,0.000083
55212,0.013582,0.000116
55213,0.014593,0.000050
55214,0.013983,0.000150
55215,0.017659,0.000054
55216,0.014954,0.000063
55217,0.014264,0.000105
55218,0.013571,0.000157
55219,0.013551,0.000030
55220,0.013711,0.000154
55221,0.014150,0.000045
55222,0.014492,0.000144
55223,0.013578,0.000036
55224,0.013551,0.000020
55225,0.013955,0.000097
55226,0.014383,0.000137
55227,0.013629,0.000067
55228,0.013510,0.000092
55229,0.013961,0.000228
55230,0.014771,0.000097
55231,0.013536,0.000124
55232,0.013863,0.000023
55233,0.013504,0.000032
55234,0.013554,0.000037
55235,0.013752,0.000128
55236,0.013657,0.000153
55237,0.013534,0.000022
55238,0.013598,0.000137
55239,0.014290,0.000168
55240,0.014673,0.000029
55241,0.013649,0.000037
55242,0.016238,0.000067
55243,0.018836,0.000154
55244,0.014058,0.000062
55245,0.013400,0.000125
55246,0.014002,0.000088
55247,0.013530,0.000149
55248,0.014435,0.000166
55249,0.014030,0.000045
55250,0.013953,0.000140
55251,0.013447,0.000111
55252,0.013652,0.000135
55253,0.014334,0.000172
55254,0.013882,0.000115
55255,0.013631,0.000082
55256,0.014107,0.000129
55257,0.014575,0.000101
55258,0.014217,0.000072
55259,0.013495,0.000069
55260,0.013799,0.000061
55261,0.014179,0.000099
55262,0.013616,0.000117
55263,0.013513,0.000063
55264,0.013662,0.000136
55265,0.013510,0.000146
55266,0.013987,0.000092
55267,0.013556,0.000065
55268,0.014285,0.000126
55269,0.013902,0.000020
55270,0.013453,0.000105
55271,0.014515,0.000099
55272,0.013717,0.000080
55273,0.013696,0.000024
55274,0.014252,0.000128
55275,0.014704,0.000155
55276,0.013964,0.000153
55277,0.013402,0.000102
55278,0.013762,0.000080
55279,0.013609,0.000041
55280,0.013511,0.000094
55281,0.013506,0.000079
55282,0.013769,0.000078
55283,0.013919,0.000144
55284,0.014639,0.000133
55285,0.013685,0.000024
55286,0.015684,0.000049
55287,0.013542,0.000033
55288,0.013536,0.000155
55289,0.013731,0.000148
55290,0.014124,0.000024
55291,0.013965,0.000073
55292,0.013718,0.000151
55293,0.014549,0.000140
55294,0.013831,0.000123
55295,0.013533,0.000134
55296,0.013475,0.000089
55297,0.014504,0.000123
55298,0.013621,0.000078
55299,0.013510,0.000022
55300,0.013663,0.000079
55301,0.013633,0.000030
55302,0.014453,0.000161
55303,0.013603,0.000097
55304,0.014191,0.000083
55305,0.013568,0.000148
55306,0.013579,0.000012
55307,0.014128,0.000101
55308,0.013549,0.000196
55309,0.014136,0.000115
55310,0.016163,0.000176
55311,0.014149,0.000124
55312,0.013918,0.000114
55313,0.013650,0.000026
55314,0.013974,0.000028
55315,0.013403,0.000120
55316,0.013667,0.000032
55317,0.013500,0.000024
55318,0.013559,0.000116
55319,0.014966,0.000132
55320,0.015162,0.000138
55321,0.013906,0.000086
55322,0.013404,0.000007
55323,0.016720,0.000106
55324,0.014579,0.000077
55325,0.013616,0.000088
55326,0.014332,0.000087
55327,0.014180,0.000156
55328,0.014265,0.000153
55329,0.013721,0.000153
55330,0.013431,0.000134
55331,0.013597,0.000108
55332,0.013920,0.000052
55333,0.014199,0.000026
55334,0.013568,0.000021
55335,0.013760,0.000067
55336,0.013429,0.000050
55337,0.013865,0.000116
55338,0.013542,0.000114
55339,0.013534,0.000033
55340,0.013899,0.000202
55341,0.013813,0.000142
55342,0.014099,0.000168
55343,0.013695,0.000148
55344,0.013775,0.000118
55345,0.014369,0.000109
55346,0.013998,0.000153
55347,0.013771,0.000079
55348,0.014557,0.000015
55349,0.013614,0.000149
55350,0.013603,0.000041
55351,0.013508,0.000122
55352,0.013520,0.000084
55353,0.013562,0.000080
55354,0.014216,0.000149
55355,0.014507,0.000164
55356,0.015213,0.000092
55357,0.013629,0.000089
55358,0.013559,0.000143
55359,0.013513,0.000029
55360,0.013805,0.000124
55361,0.013596,0.000095
55362,0.014325,0.000045
55363,0.014335,0.000015
55364,0.013705,0.000116
55365,0.013546,0.000144
55366,0.013546,0.000037
55367,0.013806,0.000040
55368,0.013459,0.000139
55369,0.013643,0.000077
55370,0.014187,0.000113
55371,0.013669,0.000126
55372,0.013621,0.000030
55373,0.013605,0.000033
55374,0.013402,0.000015
55375,0.013521,0.000138
55376,0.013498,0.000081
55377,0.014970,0.000130
55378,0.014041,0.000157
55379,0.013881,0.000031
55380,0.014196,0.000114
55381,0.014073,0.000016
55382,0.013822,0.000043
55383,0.013513,0.000028
55384,0.014252,0.000142
55385,0.013748,0.000091
55386,0.013403,0.000023
55387,0.013480,0.000029
55388,0.013562,0.000117
55389,0.013512,0.000141
55390,0.014600,0.000045
55391,0.014095,0.000259
55392,0.014610,0.000039
55393,0.013445,0.000060
55394,0.013506,0.000025
55395,0.013514,0.000038
55396,0.013762,0.000144
55397,0.013667,0.000111
55398,0.014188,0.000135
55399,0.014556,0.000169
55400,0.013842,0.000094
55401,0.013528,0.000134
55402,0.013581,0.000095
55403,0.013737,0.000021
55404,0.014298,0.000075
55405,0.013404,0.000080
55406,0.014279,0.000137
55407,0.013575,0.000119
55408,0.013660,0.000131
55409,0.013623,0.000076
55410,0.013557,0.000117
55411,0.013687,0.000131
55412,0.013513,0.000122
55413,0.014268,0.000280
55414,0.014537,0.000051
55415,0.013720,0.000049
55416,0.014138,0.000128
55417,0.014052,0.000154
55418,0.013572,0.000056
55419,0.014032,0.000014
55420,0.013615,0.000049
55421,0.014419,0.000089
55422,0.014286,0.000154
55423,0.014012,0.000149
55424,0.013447,0.000030
55425,0.013729,0.000042
55426,0.014413,0.000112
55427,0.013851,0.000112
55428,0.015122,0.000093
55429,0.013541,0.000097
55430,0.013608,0.000043
55431,0.014654,0.000060
55432,0.017535,0.000081
55433,0.016997,0.000102
55434,0.015097,0.000036
55435,0.014270,0.000134
55436,0.014410,0.000070
55437,0.014436,0.000148
55438,0.014335,0.000030
55439,0.013701,0.000147
55440,0.013538,0.000147
55441,0.013787,0.000102
55442,0.014187,0.000097
55443,0.013521,0.000134
55444,0.013676,0.000133
55445,0.013496,0.000085
55446,0.013530,0.000139
55447,0.013514,0.000141
55448,0.013666,0.000036
55449,0.014087,0.000072
55450,0.013616,0.000136
55451,0.014295,0.000145
55452,0.015035,0.000177
55453,0.014180,0.000154
55454,0.013475,0.000034
55455,0.013868,0.000122
55456,0.014185,0.000102
55457,0.013583,0.000081
55458,0.013511,0.000151
55459,0.013567,0.000046
55460,0.014475,0.000141
55461,0.013793,0.000161
55462,0.013957,0.000072
55463,0.014006,0.000044
55464,0.013833,0.000071
55465,0.013512,0.000110
55466,0.013525,0.000144
55467,0.014304,0.000051
55468,0.014799,0.000028
55469,0.014659,0.000095
55470,0.013873,0.000127
55471,0.014037,0.000114
55472,0.013541,0.000141
55473,0.013587,0.000119
55474,0.014052,0.000080
55475,0.013518,0.000147
55476,0.013514,0.000059
55477,0.013656,0.000113
55478,0.014406,0.000166
55479,0.013832,0.000137
55480,0.013674,0.000114
55481,0.013477,0.000029
55482,0.013555,0.000121
55483,0.013794,0.000073
55484,0.013950,0.000043
55485,0.014751,0.000169
55486,0.014646,0.000151
55487,0.013882,0.000075
55488,0.013712,0.000063
55489,0.013810,0.000118
55490,0.013599,0.000029
55491,0.013835,0.000138
55492,0.013584,0.000106
55493,0.014282,0.000062
55494,0.013515,0.000119
55495,0.013566,0.000146
55496,0.014469,0.000016
55497,0.014150,0.000164
55498,0.018277,0.000169
55499,0.013590,0.000124
55500,0.014343,0.000142
55501,0.013405,0.000136
55502,0.013548,0.000136
55503,0.013821,0.000130
55504,0.014367,0.000159
55505,0.014516,0.000162
55506,0.013640,0.000138
55507,0.014136,0.000146
55508,0.013405,0.000132
55509,0.013573,0.000116
55510,0.013500,0.000140
55511,0.013563,0.000145
55512,0.013728,0.000019
55513,0.013676,0.000099
55514,0.013909,0.000087
55515,0.013563,0.000111
55516,0.013568,0.000102
55517,0.017267,0.000257
55518,0.015265,0.000220
55519,0.014216,0.000150
55520,0.013957,0.000136
55521,0.014364,0.000160
55522,0.013943,0.000104
55523,0.013658,0.000024
55524,0.013544,0.000032
55525,0.013504,0.000072
55526,0.013751,0.000122
55527,0.013407,0.000075
55528,0.014507,0.000117
55529,0.014000,0.000128
55530,0.013572,0.000128
55531,0.014441,0.000096
55532,0.014406,0.000155
55533,0.013844,0.000131
55534,0.013407,0.000116
55535,0.013480,0.000132
55536,0.013839,0.000067
55537,0.013657,0.000037
55538,0.013995,0.000049
55539,0.017566,0.000028
55540,0.015068,0.000170
55541,0.014284,0.000062
55542,0.013917,0.000157
55543,0.014366,0.000095
55544,0.014006,0.000093
55545,0.013506,0.000032
55546,0.013506,0.000035
55547,0.013712,0.000114
55548,0.013438,0.000143
55549,0.013850,0.000150
55550,0.014512,0.000059
55551,0.019037,0.000038
55552,0.013580,0.000081
55553,0.014078,0.000094
55554,0.014050,0.000027
55555,0.014080,0.000137
55556,0.014509,0.000110
55557,0.015200,0.000126
55558,0.013641,0.000043
55559,0.013528,0.000109
55560,0.013551,0.000019
55561,0.013815,0.000119
55562,0.013508,0.000020
55563,0.013861,0.000010
55564,0.014303,0.000047
55565,0.013697,0.000056
55566,0.014444,0.000061
55567,0.014283,0.000097
55568,0.013819,0.000156
55569,0.015029,0.000124
55570,0.015791,0.000106
55571,0.014458,0.000162
55572,0.013646,0.000098
55573,0.014132,0.000166
55574,0.013788,0.000090
55575,0.014213,0.000127
55576,0.013720,0.000121
55577,0.013543,0.000137
55578,0.013570,0.000138
55579,0.014607,0.000023
55580,0.013795,0.000112
55581,0.014096,0.000144
55582,0.013817,0.000103
55583,0.013498,0.000143
55584,0.013630,0.000142
55585,0.013638,0.000030
55586,0.014341,0.000075
55587,0.013751,0.000050
55588,0.014213,0.000081
55589,0.013479,0.000137
55590,0.014044,0.000053
55591,0.014747,0.000152
55592,0.013981,0.000090
55593,0.014823,0.000143
55594,0.013603,0.000146
55595,0.013606,0.000103
55596,0.013794,0.000133
55597,0.014108,0.000120
55598,0.013560,0.000173
55599,0.017081,0.000208
55600,0.019328,0.000163
55601,0.015149,0.000028
55602,0.014018,0.000124
55603,0.013480,0.000141
55604,0.013640,0.000142
55605,0.013520,0.000071
55606,0.015046,0.000055
55607,0.014478,0.000159
55608,0.014254,0.000062
55609,0.014047,0.000081
55610,0.013585,0.000143
55611,0.015121,0.000114
55612,0.013565,0.000139
55613,0.013613,0.000044
55614,0.014305,0.000149
55615,0.013595,0.000145
55616,0.013905,0.000140
55617,0.013728,0.000141
55618,0.013813,0.000126
55619,0.013531,0.000102
55620,0.013499,0.000125
55621,0.014484,0.000129
55622,0.013505,0.000081
55623,0.014664,0.000093
55624,0.013877,0.000060
55625,0.014392,0.000052
55626,0.013712,0.000098
55627,0.013997,0.000023
55628,0.014032,0.000091
55629,0.013503,0.000127
55630,0.013548,0.000121
55631,0.013776,0.000055
55632,0.013720,0.000084
55633,0.013497,0.000131
55634,0.013612,0.000123
55635,0.015117,0.000151
55636,0.014505,0.000159
55637,0.014674,0.000127
55638,0.013738,0.000138
55639,0.013603,0.000128
55640,0.013508,0.000129
55641,0.013507,0.000031
55642,0.013771,0.000087
55643,0.015087,0.000100
55644,0.014162,0.000151
55645,0.016369,0.000178
55646,0.014915,0.000154
55647,0.013583,0.000080
55648,0.013636,0.000087
55649,0.013595,0.000142
55650,0.014359,0.000106
55651,0.013609,0.000085
55652,0.013499,0.000023
55653,0.013495,0.000066
55654,0.013557,0.000047
55655,0.013592,0.000029
55656,0.013503,0.000035
55657,0.014326,0.000048
55658,0.013796,0.000155
55659,0.013510,0.000065
55660,0.013809,0.000011
55661,0.014581,0.000118
55662,0.014312,0.000158
55663,0.013994,0.000042
55664,0.014251,0.000031
55665,0.014114,0.000091
55666,0.013582,0.000115
55667,0.013495,0.000061
55668,0.013582,0.000042
55669,0.013442,0.000020
55670,0.013471,0.000106
55671,0.014849,0.000107
55672,0.014355,0.000114
55673,0.013783,0.000140
55674,0.013556,0.000054
55675,0.013558,0.000023
55676,0.013451,0.000133
55677,0.014594,0.000070
55678,0.013928,0.000032
55679,0.015598,0.000030
55680,0.014241,0.000094
55681,0.013771,0.000078
55682,0.013495,0.000123
55683,0.019417,0.000153
55684,0.014086,0.000109
55685,0.013424,0.000138
55686,0.014446,0.000083
55687,0.013534,0.000112
55688,0.014007,0.000121
55689,0.013508,0.000099
55690,0.013538,0.000079
55691,0.013397,0.000087
55692,0.013527,0.000095
55693,0.014364,0.000042
55694,0.014180,0.000087
55695,0.014030,0.000051
55696,0.014454,0.000163
55697,0.014056,0.000060
55698,0.013740,0.000136
55699,0.013508,0.000131
55700,0.014408,0.000081
55701,0.013548,0.000021
55702,0.013604,0.000138
55703,0.013397,0.000110
55704,0.013470,0.000073
55705,0.013531,0.000084
55706,0.014431,0.000090
55707,0.014477,0.000158
55708,0.015788,0.000080
55709,0.013559,0.000070
55710,0.014052,0.000128
55711,0.013400,0.000125
55712,0.013553,0.000075
55713,0.013624,0.000104
55714,0.014495,0.000137
55715,0.015076,0.000099
55716,0.013738,0.000083
55717,0.013401,0.000066
55718,0.013485,0.000018
55719,0.013689,0.000132
55720,0.016310,0.000012
55721,0.014563,0.000037
55722,0.014375,0.000061
55723,0.013880,0.000039
55724,0.013401,0.000115
55725,0.013502,0.000085
55726,0.013730,0.000147
55727,0.019238,0.000118
55728,0.014005,0.000079
55729,0.014437,0.000089
55730,0.013964,0.000128
55731,0.014184,0.000137
55732,0.014556,0.000049
55733,0.013876,0.000060
55734,0.013555,0.000073
55735,0.013607,0.000072
55736,0.014401,0.000155
55737,0.017827,0.000171
55738,0.014080,0.000141
55739,0.013575,0.000139
55740,0.014381,0.000126
55741,0.014126,0.000079
55742,0.014256,0.000073
55743,0.014337,0.000102
55744,0.013791,0.000024
55745,0.013655,0.000133
55746,0.013573,0.000098
55747,0.013795,0.000141
55748,0.013956,0.000087
55749,0.014436,0.000067
55750,0.014860,0.000064
55751,0.013986,0.000189
55752,0.014270,0.000124
55753,0.014088,0.000021
55754,0.014291,0.000031
55755,0.013400,0.000113
55756,0.016302,0.000161
55757,0.019178,0.000090
55758,0.013525,0.000079
55759,0.013629,0.000180
55760,0.013864,0.000132
55761,0.013608,0.000036
55762,0.013520,0.000108
55763,0.014365,0.000155
55764,0.016057,0.000276
55765,0.025666,0.000495
55766,0.020725,0.000040
55767,0.016671,0.000125
55768,0.017893,0.000136
55769,0.016915,0.000148
55770,0.015634,0.000155
55771,0.016875,0.000268
55772,0.019054,0.000122
55773,0.013964,0.000036
55774,0.013853,0.000138
55775,0.014270,0.000147
55776,0.013821,0.000117
55777,0.013520,0.000034
55778,0.013716,0.000130
55779,0.013784,0.000134
55780,0.014138,0.000121
55781,0.014089,0.000105
55782,0.013817,0.000028
55783,0.014231,0.000132
55784,0.013722,0.000122
55785,0.014140,0.000045
55786,0.014477,0.000141
55787,0.014098,0.000141
55788,0.013753,0.000145
55789,0.013438,0.000101
55790,0.014902,0.000059
55791,0.013572,0.000129
55792,0.013539,0.000140
55793,0.013734,0.000106
55794,0.013764,0.000071
55795,0.013838,0.000105
55796,0.013555,0.000144
55797,0.015050,0.000041
55798,0.013860,0.000119
55799,0.013919,0.000090
55800,0.013645,0.000129
55801,0.018943,0.000027
55802,0.014065,0.000032
55803,0.014138,0.000092
55804,0.014442,0.000077
55805,0.013492,0.000104
55806,0.013669,0.000023
55807,0.015155,0.000106
55808,0.014031,0.000113
55809,0.013746,0.000081
55810,0.019409,0.000155
55811,0.014750,0.000144
55812,0.013588,0.000052
55813,0.013697,0.000074
55814,0.014366,0.000105
55815,0.015029,0.000165
55816,0.013897,0.000132
55817,0.013801,0.000146
55818,0.014421,0.000058
55819,0.013600,0.000141
55820,0.014306,0.000141
55821,0.013711,0.000120
55822,0.014879,0.000146
55823,0.013550,0.000031
55824,0.014109,0.000093
55825,0.014780,0.000064
55826,0.013748,0.000060
55827,0.013753,0.000057
55828,0.013991,0.000053
55829,0.014145,0.000059
55830,0.013781,0.000110
55831,0.013729,0.000155
55832,0.016157,0.000127
55833,0.014192,0.000059
55834,0.013761,0.000074
55835,0.019616,0.000130
55836,0.014083,0.000102
55837,0.013842,0.000141
55838,0.013498,0.000068
55839,0.018358,0.000035
55840,0.014566,0.000170
55841,0.014119,0.000099
55842,0.015130,0.000121
55843,0.015908,0.000212
55844,0.014017,0.000143
55845,0.014148,0.000145
55846,0.014390,0.000047
55847,0.013949,0.000100
55848,0.014110,0.000092
55849,0.014329,0.000101
55850,0.014064,0.000148
55851,0.013530,0.000107
55852,0.013593,0.000086
55853,0.016431,0.000094
55854,0.013980,0.000025
55855,0.014041,0.000160
55856,0.013540,0.000046
55857,0.013511,0.000080
55858,0.016403,0.000106
55859,0.015153,0.000041
55860,0.014375,0.000135
55861,0.013650,0.000067
55862,0.013505,0.000088
55863,0.013764,0.000139
55864,0.013509,0.000153
55865,0.013858,0.000154
55866,0.013771,0.000068
55867,0.016388,0.000150
55868,0.013973,0.000068
55869,0.019482,0.000145
55870,0.013667,0.000102
55871,0.013591,0.000065
55872,0.013592,0.000143
55873,0.013590,0.000044
55874,0.014468,0.000081
55875,0.014667,0.000203
55876,0.013836,0.000122
55877,0.014005,0.000107
55878,0.013545,0.000117
55879,0.013396,0.000082
55880,0.013496,0.000040
55881,0.013716,0.000137
55882,0.013703,0.000131
55883,0.014121,0.000086
55884,0.014438,0.000044
55885,0.018778,0.000046
55886,0.013587,0.000077
55887,0.013397,0.000124
55888,0.014469,0.000112
55889,0.014073,0.000024
55890,0.013509,0.000046
55891,0.013642,0.000080
55892,0.013890,0.000151
55893,0.013485,0.000169
55894,0.013843,0.000075
55895,0.014721,0.000127
55896,0.013825,0.000112
55897,0.014113,0.000130
55898,0.015118,0.000118
55899,0.014299,0.000106
55900,0.014476,0.000113
55901,0.013964,0.000112
55902,0.014701,0.000116
55903,0.013506,0.000094
55904,0.013709,0.000077
55905,0.013667,0.000101
55906,0.013496,0.000098
55907,0.013471,0.000124
55908,0.013486,0.000131
55909,0.013919,0.000136
55910,0.015184,0.000088
55911,0.014118,0.000064
55912,0.015603,0.000092
55913,0.013571,0.000091
55914,0.013508,0.000194
55915,0.013425,0.000128
55916,0.013558,0.000101
55917,0.014400,0.000083
55918,0.014146,0.000122
55919,0.014473,0.000039
55920,0.014619,0.000143
55921,0.013429,0.000125
55922,0.013509,0.000017
55923,0.014131,0.000086
55924,0.014495,0.000024
55925,0.013558,0.000034
55926,0.013822,0.000112
55927,0.013428,0.000098
55928,0.013485,0.000021
55929,0.013607,0.000106
55930,0.013509,0.000128
55931,0.014231,0.000134
55932,0.013589,0.000104
55933,0.013760,0.000052
55934,0.013492,0.000124
55935,0.013818,0.000113
55936,0.014188,0.000135
55937,0.014029,0.000170
55938,0.013996,0.000049
55939,0.014343,0.000216
55940,0.013584,0.000070
55941,0.013536,0.000066
55942,0.014200,0.000113
55943,0.013492,0.000131
55944,0.013550,0.000067
55945,0.014307,0.000243
55946,0.015058,0.000192
55947,0.013867,0.000038
55948,0.013726,0.000123
55949,0.013541,0.000023
55950,0.014076,0.000052
55951,0.013530,0.000124
55952,0.013904,0.000133
55953,0.014602,0.000043
55954,0.014110,0.000180
55955,0.013642,0.000154
55956,0.013943,0.000102
55957,0.013612,0.000126
55958,0.013511,0.000106
55959,0.013416,0.000132
55960,0.014163,0.000131
55961,0.013955,0.000131
55962,0.013745,0.000037
55963,0.013770,0.000048
55964,0.013886,0.000026
55965,0.014640,0.000176
55966,0.015852,0.000085
55967,0.014380,0.000083
55968,0.014738,0.000047
55969,0.013591,0.000047
55970,0.013624,0.000083
55971,0.015233,0.000066
55972,0.014043,0.000057
55973,0.013796,0.000083
55974,0.013709,0.000103
55975,0.014544,0.000115
55976,0.013700,0.000128
55977,0.013543,0.000111
55978,0.014282,0.000148
55979,0.013578,0.000107
55980,0.013784,0.000188
55981,0.014528,0.000175
55982,0.015475,0.000078
55983,0.013574,0.000081
55984,0.013503,0.000035
55985,0.013536,0.000078
55986,0.013553,0.000136
