N,time_bellman,time_dijkstra
20332,0.021894,0.000116
20333,0.021655,0.000148
20334,0.022513,0.000137
20335,0.022597,0.000078
20336,0.021613,0.000064
20337,0.021809,0.000161
20338,0.017684,0.000149
20339,0.022756,0.000188
20340,0.022697,0.000235
20341,0.021393,0.000228
20342,0.022667,0.000077
20343,0.021324,0.000182
20344,0.019954,0.000145
20345,0.020835,0.000109
20346,0.021937,0.000070
20347,0.017558,0.000192
20348,0.018400,0.000213
20349,0.019748,0.000153
20350,0.016252,0.000242
20351,0.017405,0.000147
20352,0.020035,0.000261
20353,0.021635,0.000153
20354,0.018771,0.000222
20355,0.017773,0.000230
20356,0.017076,0.000212
20357,0.017537,0.000120
20358,0.019122,0.000170
20359,0.020167,0.000134
20360,0.015760,0.000111
20361,0.017560,0.000111
20362,0.017339,0.000058
20363,0.017306,0.000162
20364,0.018968,0.000154
20365,0.020350,0.000217
20366,0.019268,0.000173
20367,0.016819,0.000085
20368,0.016735,0.000087
20369,0.015246,0.000172
20370,0.020399,0.000192
20371,0.016947,0.000119
20372,0.021021,0.000181
20373,0.017693,0.000129
20374,0.019551,0.000251
20375,0.021586,0.000107
20376,0.017844,0.000107
20377,0.019941,0.000191
20378,0.017437,0.000226
20379,0.018158,0.000213
20380,0.018022,0.000238
20381,0.018731,0.000243
20382,0.017762,0.000109
20383,0.017605,0.000135
20384,0.019440,0.000108
20385,0.016206,0.000098
20386,0.018282,0.000158
20387,0.017380,0.000076
20388,0.018214,0.000138
20389,0.017274,0.000098
20390,0.020162,0.000056
20391,0.015470,0.000191
20392,0.020707,0.000194
20393,0.019105,0.000184
20394,0.017807,0.000140
20395,0.017764,0.000102
20396,0.020407,0.000032
20397,0.015702,0.000245
20398,0.017789,0.000215
20399,0.017833,0.000034
20400,0.017600,0.000052
20401,0.018023,0.000106
20402,0.019846,0.000113
20403,0.017287,0.000185
20404,0.018458,0.000179
20405,0.018942,0.000206
20406,0.016864,0.000194
20407,0.018522,0.000173
20408,0.017281,0.000143
20409,0.019542,0.000105
20410,0.017453,0.000136
20411,0.018206,0.000127
20412,0.018741,0.000185
20413,0.016709,0.000140
20414,0.018420,0.000242
20415,0.020869,0.000106
20416,0.016992,0.000101
20417,0.017593,0.000077
20418,0.018049,0.000249
20419,0.018192,0.000249
20420,0.019072,0.000073
20421,0.021096,0.000116
20422,0.017963,0.000242
20423,0.018848,0.000329
20424,0.018752,0.000192
20425,0.017371,0.000104
20426,0.017687,0.000172
20427,0.019027,0.000198
20428,0.019365,0.000055
20429,0.016269,0.000234
20430,0.017888,0.000238
20431,0.019542,0.000238
20432,0.017492,0.000251
20433,0.014938,0.000076
20434,0.019262,0.000121
20435,0.016569,0.000132
20436,0.014818,0.000178
20437,0.014602,0.000153
20438,0.014765,0.000246
20439,0.015335,0.000163
20440,0.015484,0.000175
20441,0.016198,0.000121
20442,0.017741,0.000230
20443,0.014968,0.000155
20444,0.015257,0.000122
20445,0.015066,0.000164
20446,0.014777,0.000191
20447,0.015535,0.000171
20448,0.015016,0.000119
20449,0.019151,0.000095
20450,0.014829,0.000160
20451,0.015056,0.000149
20452,0.014997,0.000068
20453,0.015604,0.000151
20454,0.014983,0.000162
20455,0.014910,0.000158
20456,0.015916,0.000158
20457,0.018318,0.000049
20458,0.015073,0.000154
20459,0.015057,0.000160
20460,0.015721,0.000160
20461,0.014394,0.000107
20462,0.014971,0.000138
20463,0.015437,0.000176
20464,0.018151,0.000108
20465,0.014862,0.000182
20466,0.016645,0.000120
20467,0.020462,0.000137
20468,0.015231,0.000052
20469,0.015469,0.000068
20470,0.017597,0.000118
20471,0.018256,0.000098
20472,0.017105,0.000192
20473,0.018845,0.000070
20474,0.015719,0.000147
20475,0.017250,0.000189
20476,0.016635,0.000168
20477,0.020128,0.000349
20478,0.022399,0.000251
20479,0.020993,0.000023
20480,0.019857,0.000139
20481,0.021991,0.000178
20482,0.021560,0.000252
20483,0.019952,0.000149
20484,0.021915,0.000273
20485,0.023022,0.000103
20486,0.021955,0.000286
20487,0.021271,0.000252
20488,0.020782,0.000164
20489,0.022039,0.000167
20490,0.022512,0.000100
20491,0.019672,0.000122
20492,0.014891,0.000073
20493,0.015991,0.000153
20494,0.015132,0.000088
20495,0.015094,0.000064
20496,0.014992,0.000041
20497,0.016710,0.000123
20498,0.016756,0.000160
20499,0.015010,0.000183
20500,0.015128,0.000039
20501,0.015207,0.000105
20502,0.014551,0.000166
20503,0.015476,0.000136
20504,0.014879,0.000190
20505,0.018493,0.000090
20506,0.014867,0.000084
20507,0.015296,0.000126
20508,0.014741,0.000122
20509,0.015624,0.000073
20510,0.015737,0.000162
20511,0.015122,0.000163
20512,0.018404,0.000159
20513,0.017607,0.000038
20514,0.015482,0.000135
20515,0.014883,0.000142
20516,0.016825,0.000124
20517,0.014758,0.000161
20518,0.015139,0.000138
20519,0.018316,0.000115
20520,0.013762,0.000065
20521,0.014845,0.000066
20522,0.015380,0.000166
20523,0.014895,0.000036
20524,0.015069,0.000107
20525,0.015168,0.000133
20526,0.018663,0.000042
20527,0.015155,0.000146
20528,0.015412,0.000076
20529,0.015222,0.000136
20530,0.014713,0.000247
20531,0.016397,0.000167
20532,0.018539,0.000152
20533,0.023521,0.000071
20534,0.020257,0.000140
20535,0.021799,0.000159
20536,0.021531,0.000265
20537,0.022917,0.000157
20538,0.022647,0.000173
20539,0.021822,0.000187
20540,0.018218,0.000057
20541,0.023048,0.000155
20542,0.022931,0.000260
20543,0.022952,0.000202
20544,0.022275,0.000220
20545,0.021382,0.000183
20546,0.019339,0.000167
20547,0.021056,0.000045
20548,0.021805,0.000243
20549,0.021853,0.000253
20550,0.022215,0.000158
20551,0.022056,0.000043
20552,0.022645,0.000095
20553,0.018256,0.000166
20554,0.018359,0.000166
20555,0.018219,0.000129
20556,0.018154,0.000077
20557,0.015659,0.000031
20558,0.018528,0.000146
20559,0.019572,0.000247
20560,0.017661,0.000242
20561,0.018815,0.000148
20562,0.016994,0.000173
20563,0.017986,0.000133
20564,0.018036,0.000198
20565,0.019756,0.000201
20566,0.017897,0.000236
20567,0.020849,0.000108
20568,0.017948,0.000189
20569,0.015683,0.000171
20570,0.018379,0.000177
20571,0.019728,0.000133
20572,0.018082,0.000210
20573,0.018084,0.000196
20574,0.016872,0.000243
20575,0.017593,0.000184
20576,0.016740,0.000165
20577,0.019085,0.000086
20578,0.018051,0.000068
20579,0.017012,0.000104
20580,0.018193,0.000171
20581,0.015350,0.000179
20582,0.017839,0.000186
20583,0.019529,0.000207
20584,0.018966,0.000194
20585,0.018517,0.000267
20586,0.017737,0.000085
20587,0.017432,0.000169
20588,0.017128,0.000168
20589,0.017129,0.000085
20590,0.020289,0.000166
20591,0.018521,0.000085
20592,0.018362,0.000117
20593,0.018261,0.000126
20594,0.017498,0.000116
20595,0.019297,0.000075
20596,0.020826,0.000124
20597,0.016089,0.000148
20598,0.017403,0.000152
20599,0.017765,0.000236
20600,0.017312,0.000085
20601,0.018006,0.000239
20602,0.019506,0.000197
20603,0.019357,0.000146
20604,0.017932,0.000186
20605,0.015594,0.000062
20606,0.020054,0.000260
20607,0.018280,0.000082
20608,0.018286,0.000118
20609,0.020205,0.000166
20610,0.017517,0.000175
20611,0.017296,0.000108
20612,0.017794,0.000195
20613,0.015751,0.000235
20614,0.018559,0.000039
20615,0.019439,0.000277
20616,0.020624,0.000109
20617,0.017614,0.000064
20618,0.019826,0.000159
20619,0.016883,0.000167
20620,0.021437,0.000163
20621,0.022380,0.000143
20622,0.020972,0.000273
20623,0.021956,0.000124
20624,0.020694,0.000214
20625,0.022622,0.000144
20626,0.021017,0.000157
20627,0.022297,0.000243
20628,0.022343,0.000223
20629,0.022708,0.000104
20630,0.022252,0.000026
20631,0.021665,0.000077
20632,0.020243,0.000185
20633,0.020075,0.000117
20634,0.020307,0.000080
20635,0.019210,0.000104
20636,0.019242,0.000091
20637,0.015897,0.000118
20638,0.019717,0.000084
20639,0.016810,0.000150
20640,0.018800,0.000113
20641,0.017977,0.000140
20642,0.020435,0.000150
20643,0.015453,0.000151
20644,0.018859,0.000144
20645,0.019081,0.000357
20646,0.017333,0.000158
20647,0.017683,0.000179
20648,0.020043,0.000180
20649,0.015904,0.000095
20650,0.017672,0.000037
20651,0.017252,0.000122
20652,0.017284,0.000096
20653,0.017964,0.000190
20654,0.019912,0.000147
20655,0.019151,0.000182
20656,0.015255,0.000033
20657,0.018688,0.000176
20658,0.015233,0.000136
20659,0.018308,0.000130
20660,0.017622,0.000176
20661,0.021274,0.000152
20662,0.017290,0.000174
20663,0.017820,0.000137
20664,0.015451,0.000224
20665,0.019047,0.000119
20666,0.017690,0.000140
20667,0.021399,0.000178
20668,0.017525,0.000176
20669,0.017186,0.000026
20670,0.017074,0.000093
20671,0.020455,0.000178
20672,0.016479,0.000149
20673,0.019675,0.000078
20674,0.019953,0.000181
20675,0.017552,0.000082
20676,0.015512,0.000172
20677,0.017432,0.000110
20678,0.017709,0.000183
20679,0.015220,0.000171
20680,0.021726,0.000264
20681,0.017995,0.000241
20682,0.020449,0.000149
20683,0.017699,0.000136
20684,0.015276,0.000160
20685,0.017348,0.000157
20686,0.020519,0.000168
20687,0.017831,0.000048
20688,0.017574,0.000215
20689,0.018008,0.000157
20690,0.018425,0.000041
20691,0.018151,0.000086
20692,0.019444,0.000058
20693,0.016592,0.000227
20694,0.018526,0.000220
20695,0.017887,0.000181
20696,0.017495,0.000066
20697,0.016893,0.000204
20698,0.018131,0.000240
20699,0.021126,0.000137
20700,0.017119,0.000185
20701,0.017744,0.000187
20702,0.017756,0.000236
20703,0.017801,0.000225
20704,0.018744,0.000251
20705,0.019260,0.000154
20706,0.018599,0.000056
20707,0.021607,0.000169
20708,0.019740,0.000292
20709,0.018070,0.000251
20710,0.018032,0.000177
20711,0.019976,0.000111
20712,0.017022,0.000130
20713,0.017606,0.000252
20714,0.018062,0.000108
20715,0.017863,0.000047
20716,0.017521,0.000068
20717,0.017652,0.000042
20718,0.021259,0.000115
20719,0.016690,0.000098
20720,0.017767,0.000101
20721,0.018742,0.000114
20722,0.015382,0.000242
20723,0.018825,0.000027
20724,0.019109,0.000112
20725,0.020694,0.000144
20726,0.017768,0.000177
20727,0.017497,0.000093
20728,0.016849,0.000095
20729,0.017242,0.000036
20730,0.017303,0.000146
20731,0.020489,0.000032
20732,0.017114,0.000158
20733,0.018402,0.000113
20734,0.017896,0.000218
20735,0.017415,0.000044
20736,0.018167,0.000093
20737,0.018353,0.000223
20738,0.019968,0.000045
20739,0.013530,0.000077
20740,0.015327,0.000161
20741,0.015027,0.000017
20742,0.015230,0.000038
20743,0.014792,0.000104
20744,0.014767,0.000042
20745,0.015605,0.000081
20746,0.017915,0.000210
20747,0.014796,0.000180
20748,0.014752,0.000198
20749,0.015019,0.000227
20750,0.014976,0.000039
20751,0.014824,0.000151
20752,0.015326,0.000141
20753,0.019361,0.000104
20754,0.015378,0.000044
20755,0.015164,0.000081
20756,0.014816,0.000103
20757,0.014919,0.000050
20758,0.014987,0.000029
20759,0.015087,0.000109
20760,0.015922,0.000180
20761,0.017510,0.000095
20762,0.016694,0.000146
20763,0.015002,0.000153
20764,0.015036,0.000129
20765,0.015274,0.000079
20766,0.015016,0.000223
20767,0.014440,0.000146
20768,0.017118,0.000202
20769,0.015540,0.000072
20770,0.015009,0.000163
20771,0.015202,0.000173
20772,0.015173,0.000192
20773,0.014836,0.000028
20774,0.015057,0.000160
20775,0.016451,0.000205
20776,0.017878,0.000068
20777,0.014905,0.000229
20778,0.014739,0.000162
20779,0.015024,0.000130
20780,0.014779,0.000033
20781,0.015087,0.000027
20782,0.015145,0.000084
20783,0.017812,0.000181
20784,0.016073,0.000079
20785,0.015234,0.000095
20786,0.015170,0.000102
20787,0.014974,0.000156
20788,0.014752,0.000191
20789,0.014533,0.000125
20790,0.018158,0.000286
20791,0.017465,0.000134
20792,0.014517,0.000039
20793,0.014663,0.000129
20794,0.016627,0.000350
20795,0.014861,0.000194
20796,0.014973,0.000163
20797,0.016027,0.000165
20798,0.021820,0.000028
20799,0.016032,0.000029
20800,0.015351,0.000185
20801,0.014492,0.000143
20802,0.014902,0.000193
20803,0.015103,0.000256
20804,0.014989,0.000132
20805,0.017942,0.000126
20806,0.016728,0.000171
20807,0.014819,0.000116
20808,0.015209,0.000147
20809,0.015023,0.000166
20810,0.014847,0.000112
20811,0.014759,0.000179
20812,0.014856,0.000034
20813,0.018749,0.000123
20814,0.013491,0.000087
20815,0.014975,0.000161
20816,0.015504,0.000120
20817,0.015339,0.000098
20818,0.014935,0.000060
20819,0.015467,0.000219
20820,0.017203,0.000251
20821,0.017130,0.000031
20822,0.014966,0.000173
20823,0.014475,0.000188
20824,0.015579,0.000187
20825,0.014688,0.000181
20826,0.015347,0.000176
20827,0.015396,0.000217
20828,0.017692,0.000241
20829,0.015771,0.000193
20830,0.015101,0.000135
20831,0.014923,0.000050
20832,0.015736,0.000046
20833,0.014741,0.000157
20834,0.014561,0.000144
20835,0.016081,0.000224
20836,0.016032,0.000139
20837,0.014988,0.000085
20838,0.015654,0.000029
20839,0.015251,0.000120
20840,0.014989,0.000147
20841,0.015086,0.000054
20842,0.016814,0.000194
20843,0.020527,0.000215
20844,0.015633,0.000177
20845,0.016990,0.000058
20846,0.018025,0.000127
20847,0.019668,0.000245
20848,0.018375,0.000239
20849,0.021188,0.000067
20850,0.017587,0.000156
20851,0.015203,0.000169
20852,0.017461,0.000180
20853,0.015389,0.000137
20854,0.016295,0.000122
20855,0.016805,0.000196
20856,0.020470,0.000249
20857,0.016976,0.000125
20858,0.015661,0.000030
20859,0.014775,0.000077
20860,0.014857,0.000182
20861,0.014944,0.000079
20862,0.015973,0.000132
20863,0.019796,0.000123
20864,0.014803,0.000158
20865,0.015330,0.000072
20866,0.014826,0.000045
20867,0.014852,0.000046
20868,0.015817,0.000029
20869,0.015455,0.000100
20870,0.017298,0.000075
20871,0.016660,0.000119
20872,0.014924,0.000079
20873,0.014917,0.000113
20874,0.015114,0.000198
20875,0.015267,0.000246
20876,0.015163,0.000143
20877,0.014773,0.000073
20878,0.018409,0.000187
20879,0.015762,0.000268
20880,0.015259,0.000153
20881,0.015397,0.000216
20882,0.014883,0.000172
20883,0.014844,0.000217
20884,0.015038,0.000229
20885,0.016151,0.000190
20886,0.015752,0.000165
20887,0.015948,0.000083
20888,0.014642,0.000130
20889,0.014849,0.000116
20890,0.015101,0.000080
20891,0.017849,0.000122
20892,0.018448,0.000122
20893,0.016946,0.000116
20894,0.014773,0.000121
20895,0.014920,0.000163
20896,0.015301,0.000040
20897,0.015486,0.000106
20898,0.015064,0.000030
20899,0.015577,0.000166
20900,0.018940,0.000071
20901,0.013846,0.000149
20902,0.014922,0.000037
20903,0.014977,0.000049
20904,0.014452,0.000057
20905,0.014839,0.000091
20906,0.015968,0.000137
20907,0.016213,0.000215
20908,0.016616,0.000237
20909,0.015371,0.000159
20910,0.014827,0.000156
20911,0.015186,0.000074
20912,0.015060,0.000039
20913,0.016204,0.000080
20914,0.018651,0.000222
20915,0.017094,0.000147
20916,0.014559,0.000104
20917,0.017852,0.000325
20918,0.022759,0.000118
20919,0.021698,0.000282
20920,0.022826,0.000189
20921,0.022557,0.000057
20922,0.022293,0.000064
20923,0.019579,0.000133
20924,0.022742,0.000220
20925,0.019821,0.000190
20926,0.021048,0.000089
20927,0.019018,0.000175
20928,0.021752,0.000239
20929,0.021548,0.000217
20930,0.022279,0.000173
20931,0.019728,0.000132
20932,0.021403,0.000027
20933,0.022262,0.000182
20934,0.019442,0.000130
20935,0.022342,0.000315
20936,0.022347,0.000243
20937,0.020996,0.000152
20938,0.020849,0.000032
20939,0.020971,0.000268
20940,0.021667,0.000128
20941,0.022272,0.000088
20942,0.020368,0.000175
20943,0.022181,0.000083
20944,0.021043,0.000169
20945,0.023002,0.000266
20946,0.021894,0.000232
20947,0.019333,0.000047
20948,0.020312,0.000102
20949,0.021254,0.000104
20950,0.019645,0.000030
20951,0.017068,0.000166
20952,0.017082,0.000074
20953,0.015334,0.000085
20954,0.017827,0.000162
20955,0.019722,0.000046
20956,0.018149,0.000181
20957,0.017060,0.000269
20958,0.017037,0.000077
20959,0.018663,0.000066
20960,0.018067,0.000078
20961,0.020370,0.000077
20962,0.016169,0.000173
20963,0.021924,0.000176
20964,0.017379,0.000132
20965,0.017383,0.000086
20966,0.015330,0.000133
20967,0.019386,0.000076
20968,0.017372,0.000071
20969,0.017198,0.000136
20970,0.017856,0.000221
20971,0.017231,0.000203
20972,0.017316,0.000175
20973,0.020515,0.000169
20974,0.016422,0.000181
20975,0.018344,0.000158
20976,0.018975,0.000027
20977,0.017683,0.000104
20978,0.017995,0.000173
20979,0.020304,0.000211
20980,0.015666,0.000141
20981,0.018074,0.000048
20982,0.017116,0.000249
20983,0.017890,0.000042
20984,0.018003,0.000229
20985,0.017404,0.000238
20986,0.020912,0.000079
20987,0.018362,0.000053
20988,0.017743,0.000088
20989,0.015783,0.000061
20990,0.016801,0.000135
20991,0.017785,0.000188
20992,0.019506,0.000100
20993,0.018443,0.000379
20994,0.017821,0.000131
20995,0.017651,0.000132
20996,0.017936,0.000095
20997,0.020064,0.000137
20998,0.016019,0.000243
20999,0.019849,0.000209
21000,0.017448,0.000232
21001,0.017308,0.000230
21002,0.018073,0.000159
21003,0.018320,0.000175
21004,0.017595,0.000123
21005,0.020954,0.000153
21006,0.018797,0.000250
21007,0.017444,0.000263
21008,0.018268,0.000041
21009,0.018759,0.000176
21010,0.017960,0.000166
21011,0.017052,0.000098
21012,0.019912,0.000187
21013,0.015363,0.000084
21014,0.018736,0.000151
21015,0.020259,0.000341
21016,0.020329,0.000047
21017,0.017526,0.000042
21018,0.020611,0.000033
21019,0.017529,0.000249
21020,0.016922,0.000124
21021,0.018309,0.000254
21022,0.017728,0.000041
21023,0.018655,0.000314
21024,0.022326,0.000213
21025,0.018678,0.000226
21026,0.018505,0.000179
21027,0.017959,0.000196
21028,0.018250,0.000124
21029,0.020699,0.000234
21030,0.016360,0.000172
21031,0.022309,0.000305
21032,0.022184,0.000048
21033,0.018519,0.000114
21034,0.018706,0.000067
21035,0.018174,0.000150
21036,0.017462,0.000051
21037,0.017109,0.000047
21038,0.018924,0.000136
21039,0.018775,0.000128
21040,0.019711,0.000155
21041,0.015701,0.000224
21042,0.016861,0.000247
21043,0.021833,0.000194
21044,0.021211,0.000216
21045,0.019150,0.000250
21046,0.018237,0.000202
21047,0.017355,0.000195
21048,0.017838,0.000131
21049,0.017603,0.000164
21050,0.017824,0.000321
21051,0.020415,0.000052
21052,0.016444,0.000183
21053,0.017196,0.000116
21054,0.017561,0.000176
21055,0.015284,0.000150
21056,0.019604,0.000204
21057,0.019671,0.000222
21058,0.019897,0.000161
21059,0.017891,0.000179
21060,0.017273,0.000138
21061,0.017532,0.000181
21062,0.017801,0.000086
21063,0.015234,0.000126
21064,0.020764,0.000221
21065,0.016226,0.000220
21066,0.017812,0.000147
21067,0.017680,0.000105
21068,0.018322,0.000250
21069,0.018808,0.000044
21070,0.019270,0.000168
21071,0.018531,0.000183
21072,0.015309,0.000124
21073,0.018004,0.000179
21074,0.015428,0.000067
21075,0.017156,0.000196
21076,0.018104,0.000257
21077,0.020837,0.000279
21078,0.022552,0.000182
21079,0.017804,0.000159
21080,0.018137,0.000144
21081,0.019672,0.000232
21082,0.018655,0.000281
21083,0.022045,0.000085
21084,0.015553,0.000124
21085,0.019512,0.000075
21086,0.020226,0.000136
21087,0.017936,0.000129
21088,0.021211,0.000082
21089,0.021011,0.000132
21090,0.016604,0.000234
21091,0.017671,0.000235
21092,0.017156,0.000042
21093,0.018058,0.000199
21094,0.018937,0.000013
21095,0.020079,0.000166
21096,0.015810,0.000189
21097,0.017692,0.000261
21098,0.017318,0.000210
21099,0.018519,0.000308
21100,0.017662,0.000227
21101,0.019107,0.000217
21102,0.018667,0.000057
21103,0.017811,0.000132
21104,0.015689,0.000089
21105,0.018129,0.000261
21106,0.017833,0.000255
21107,0.018806,0.000227
21108,0.019378,0.000140
21109,0.016142,0.000026
21110,0.018206,0.000224
21111,0.017976,0.000169
21112,0.017988,0.000215
21113,0.017509,0.000085
21114,0.020367,0.000138
21115,0.016098,0.000048
21116,0.018977,0.000068
21117,0.017801,0.000043
21118,0.017221,0.000090
21119,0.016884,0.000195
21120,0.019066,0.000135
21121,0.018905,0.000073
21122,0.015312,0.000142
21123,0.017463,0.000256
21124,0.021511,0.000127
21125,0.019965,0.000094
21126,0.020050,0.000117
21127,0.016861,0.000190
21128,0.016373,0.000106
21129,0.016193,0.000076
21130,0.014824,0.000059
21131,0.015142,0.000164
21132,0.014591,0.000143
21133,0.019181,0.000226
21134,0.015343,0.000052
21135,0.015605,0.000101
21136,0.015176,0.000078
21137,0.014723,0.000217
21138,0.014757,0.000105
21139,0.015483,0.000090
21140,0.019139,0.000074
21141,0.014820,0.000122
21142,0.015110,0.000112
21143,0.014857,0.000211
21144,0.015586,0.000174
21145,0.015490,0.000138
21146,0.014874,0.000166
21147,0.018988,0.000109
21148,0.015172,0.000234
21149,0.015094,0.000167
21150,0.015713,0.000144
21151,0.015172,0.000145
21152,0.015103,0.000140
21153,0.015689,0.000124
21154,0.018456,0.000092
21155,0.013897,0.000091
21156,0.016068,0.000044
21157,0.015086,0.000166
21158,0.015314,0.000039
21159,0.014905,0.000209
21160,0.014584,0.000018
21161,0.018470,0.000084
21162,0.015758,0.000088
21163,0.015115,0.000018
21164,0.014641,0.000137
21165,0.017301,0.000122
21166,0.015335,0.000135
21167,0.014895,0.000024
21168,0.017515,0.000412
21169,0.017033,0.000066
21170,0.015291,0.000132
21171,0.014831,0.000172
21172,0.015077,0.000173
21173,0.015128,0.000146
21174,0.014872,0.000233
21175,0.017292,0.000323
21176,0.016865,0.000097
21177,0.014547,0.000119
21178,0.014844,0.000126
21179,0.015437,0.000127
21180,0.015485,0.000164
21181,0.015060,0.000085
21182,0.014907,0.000044
21183,0.018544,0.000097
21184,0.015735,0.000141
21185,0.015125,0.000148
21186,0.015057,0.000088
21187,0.015099,0.000186
21188,0.014470,0.000116
21189,0.014816,0.000097
21190,0.018606,0.000064
21191,0.013994,0.000163
21192,0.014830,0.000185
21193,0.015268,0.000046
21194,0.015263,0.000056
21195,0.015488,0.000111
21196,0.015041,0.000101
21197,0.019434,0.000258
21198,0.018434,0.000204
21199,0.017535,0.000254
21200,0.018481,0.000189
21201,0.014651,0.000233
21202,0.020369,0.000144
21203,0.021150,0.000057
21204,0.015114,0.000178
21205,0.018300,0.000069
21206,0.015117,0.000177
21207,0.015538,0.000130
21208,0.018064,0.000177
21209,0.015348,0.000176
21210,0.021783,0.000065
21211,0.017532,0.000060
21212,0.015089,0.000196
21213,0.015424,0.000165
21214,0.017390,0.000110
21215,0.017623,0.000087
21216,0.016986,0.000201
21217,0.016050,0.000152
21218,0.014815,0.000131
21219,0.014586,0.000020
21220,0.015013,0.000175
21221,0.015006,0.000253
21222,0.014845,0.000135
21223,0.017067,0.000345
21224,0.018319,0.000246
21225,0.014965,0.000179
21226,0.016748,0.000171
21227,0.015400,0.000086
21228,0.014967,0.000103
21229,0.015625,0.000192
21230,0.015118,0.000153
21231,0.017720,0.000148
21232,0.015163,0.000221
21233,0.016152,0.000144
21234,0.014780,0.000090
21235,0.015277,0.000126
21236,0.015365,0.000174
21237,0.014816,0.000189
21238,0.016001,0.000126
21239,0.016673,0.000174
21240,0.015268,0.000161
21241,0.015670,0.000134
21242,0.016137,0.000114
21243,0.014981,0.000056
21244,0.014935,0.000151
21245,0.015437,0.000179
21246,0.018271,0.000074
21247,0.015181,0.000142
21248,0.015632,0.000171
21249,0.015236,0.000029
21250,0.016856,0.000169
21251,0.014665,0.000064
21252,0.014861,0.000176
21253,0.018324,0.000211
21254,0.015685,0.000159
21255,0.015042,0.000108
21256,0.014838,0.000190
21257,0.015216,0.000226
21258,0.014937,0.000140
21259,0.014777,0.000080
21260,0.016413,0.000021
21261,0.017599,0.000208
21262,0.014715,0.000079
21263,0.014916,0.000091
21264,0.015052,0.000120
21265,0.014986,0.000110
21266,0.014971,0.000125
21267,0.015195,0.000095
21268,0.018423,0.000094
21269,0.014877,0.000116
21270,0.015271,0.000131
21271,0.014955,0.000187
21272,0.014695,0.000192
21273,0.015085,0.000063
21274,0.016051,0.000112
21275,0.016163,0.000216
21276,0.016810,0.000195
21277,0.014727,0.000249
21278,0.016290,0.000169
21279,0.015034,0.000052
21280,0.016163,0.000255
21281,0.014970,0.000189
21282,0.015509,0.000186
21283,0.017369,0.000168
21284,0.015651,0.000075
21285,0.015021,0.000027
21286,0.014595,0.000054
21287,0.015737,0.000087
21288,0.015091,0.000042
21289,0.015542,0.000058
21290,0.016639,0.000053
21291,0.013850,0.000046
21292,0.014922,0.000230
21293,0.016136,0.000177
21294,0.014695,0.000072
21295,0.014596,0.000109
21296,0.015299,0.000199
21297,0.017274,0.000240
21298,0.018000,0.000241
21299,0.015064,0.000113
21300,0.016093,0.000097
21301,0.014712,0.000149
21302,0.015170,0.000184
21303,0.015841,0.000073
21304,0.015644,0.000220
21305,0.018178,0.000277
21306,0.015549,0.000166
21307,0.015142,0.000075
21308,0.015128,0.000130
21309,0.017851,0.000133
21310,0.016629,0.000180
21311,0.022115,0.000199
21312,0.018022,0.000161
21313,0.019176,0.000200
21314,0.018467,0.000176
21315,0.017821,0.000102
21316,0.016402,0.000222
21317,0.016420,0.000057
21318,0.016911,0.000180
21319,0.017257,0.000114
21320,0.014837,0.000062
21321,0.014605,0.000166
21322,0.015721,0.000081
21323,0.015733,0.000144
21324,0.014685,0.000050
21325,0.015156,0.000252
21326,0.017340,0.000215
21327,0.015050,0.000110
21328,0.014938,0.000144
21329,0.014959,0.000107
21330,0.015473,0.000148
21331,0.014959,0.000117
21332,0.014761,0.000080
21333,0.017263,0.000187
21334,0.014769,0.000038
21335,0.015946,0.000102
21336,0.015555,0.000167
21337,0.014793,0.000125
21338,0.015159,0.000149
21339,0.014362,0.000197
21340,0.014732,0.000204
21341,0.018631,0.000072
21342,0.014735,0.000241
21343,0.014610,0.000047
21344,0.014710,0.000115
21345,0.015210,0.000050
21346,0.014628,0.000059
21347,0.014595,0.000101
21348,0.016800,0.000192
21349,0.015072,0.000112
21350,0.015266,0.000080
21351,0.015307,0.000073
21352,0.014897,0.000107
21353,0.014697,0.000036
21354,0.014592,0.000347
21355,0.016704,0.000244
21356,0.018573,0.000128
21357,0.015232,0.000134
21358,0.014507,0.000138
21359,0.014725,0.000201
21360,0.014941,0.000172
21361,0.014711,0.000124
21362,0.015189,0.000154
21363,0.018462,0.000208
21364,0.015091,0.000125
21365,0.015800,0.000115
21366,0.015923,0.000144
21367,0.015258,0.000187
21368,0.015037,0.000015
21369,0.015193,0.000165
21370,0.015966,0.000186
21371,0.014552,0.000070
21372,0.014725,0.000048
21373,0.015319,0.000108
21374,0.014763,0.000177
21375,0.015402,0.000367
21376,0.014789,0.000429
21377,0.014925,0.000227
21378,0.017476,0.000314
21379,0.016465,0.000224
21380,0.015522,0.000088
21381,0.015228,0.000239
21382,0.015150,0.000175
21383,0.014891,0.000080
21384,0.014641,0.000140
21385,0.017149,0.000108
21386,0.014995,0.000108
21387,0.014901,0.000115
21388,0.015177,0.000125
21389,0.014141,0.000076
21390,0.015285,0.000125
21391,0.013872,0.000103
21392,0.014236,0.000213
21393,0.017243,0.000203
21394,0.014948,0.000045
21395,0.014828,0.000172
21396,0.014473,0.000153
21397,0.015203,0.000142
21398,0.015380,0.000169
21399,0.013940,0.000056
21400,0.016101,0.000220
21401,0.016454,0.000062
21402,0.014487,0.000024
21403,0.013872,0.000132
21404,0.015161,0.000180
21405,0.018119,0.000143
21406,0.015165,0.000193
